timestamp,spo2,heart_rate,battery_level,movement,night_date,source
2026-05-15T00:23:40,97,84,100,1,2026-05-15,live
2026-05-15T00:23:55,97,86,100,1,2026-05-15,live
2026-05-15T00:24:10,97,87,100,2,2026-05-15,live
2026-05-15T00:24:25,97,88,100,0,2026-05-15,live
2026-05-15T00:24:40,97,90,100,0,2026-05-15,live
2026-05-15T00:24:55,97,85,100,0,2026-05-15,live
2026-05-15T00:25:10,97,88,100,0,2026-05-15,live
2026-05-15T00:25:26,97,87,100,0,2026-05-15,live
2026-05-15T00:25:41,97,85,100,0,2026-05-15,live
2026-05-15T00:25:56,97,85,100,0,2026-05-15,live
2026-05-15T00:26:11,97,88,100,0,2026-05-15,live
2026-05-15T00:26:26,97,85,100,0,2026-05-15,live
2026-05-15T00:26:41,97,85,100,2,2026-05-15,live
2026-05-15T00:26:56,97,84,100,0,2026-05-15,live
2026-05-15T00:27:11,97,86,100,1,2026-05-15,live
2026-05-15T00:27:26,97,88,100,1,2026-05-15,live
2026-05-15T00:27:41,98,88,100,0,2026-05-15,live
2026-05-15T00:27:57,97,88,100,0,2026-05-15,live
2026-05-15T00:28:12,97,89,100,0,2026-05-15,live
2026-05-15T00:28:27,98,88,100,0,2026-05-15,live
2026-05-15T00:28:42,97,87,100,0,2026-05-15,live
2026-05-15T00:28:57,98,81,100,0,2026-05-15,live
2026-05-15T00:29:12,98,81,100,0,2026-05-15,live
2026-05-15T00:29:27,97,85,100,0,2026-05-15,live
2026-05-15T00:29:42,97,86,100,0,2026-05-15,live
2026-05-15T00:29:57,97,87,100,2,2026-05-15,live
2026-05-15T00:30:12,97,86,100,1,2026-05-15,live
2026-05-15T00:30:28,97,87,100,0,2026-05-15,live
2026-05-15T00:30:43,97,84,100,0,2026-05-15,live
2026-05-15T00:30:58,97,83,100,0,2026-05-15,live
2026-05-15T00:31:13,97,90,100,0,2026-05-15,live
2026-05-15T00:31:28,98,83,100,0,2026-05-15,live
2026-05-15T00:31:43,98,85,100,1,2026-05-15,live
2026-05-15T00:31:58,98,86,100,5,2026-05-15,live
2026-05-15T00:32:13,97,93,100,0,2026-05-15,live
2026-05-15T00:32:28,98,85,100,0,2026-05-15,live
2026-05-15T00:32:44,98,81,100,0,2026-05-15,live
2026-05-15T00:32:59,98,83,100,7,2026-05-15,live
2026-05-15T00:33:14,98,92,100,0,2026-05-15,live
2026-05-15T00:33:29,98,91,100,1,2026-05-15,live
2026-05-15T00:33:44,98,81,100,1,2026-05-15,live
2026-05-15T00:33:59,97,81,100,1,2026-05-15,live
2026-05-15T00:34:14,97,89,100,0,2026-05-15,live
2026-05-15T00:34:29,97,87,100,0,2026-05-15,live
2026-05-15T00:34:44,97,91,100,1,2026-05-15,live
2026-05-15T00:35:00,97,91,100,1,2026-05-15,live
2026-05-15T00:35:15,97,94,100,1,2026-05-15,live
2026-05-15T00:35:30,96,88,100,13,2026-05-15,live
2026-05-15T00:35:45,97,90,100,0,2026-05-15,live
2026-05-15T00:36:00,97,86,100,0,2026-05-15,live
2026-05-15T00:36:15,97,82,100,0,2026-05-15,live
2026-05-15T00:36:30,97,84,100,0,2026-05-15,live
2026-05-15T00:36:45,97,85,100,0,2026-05-15,live
2026-05-15T00:37:00,97,85,100,9,2026-05-15,live
2026-05-15T00:37:16,97,87,100,4,2026-05-15,live
2026-05-15T00:37:31,98,90,100,0,2026-05-15,live
2026-05-15T00:37:46,98,89,100,0,2026-05-15,live
2026-05-15T00:38:01,97,84,100,1,2026-05-15,live
2026-05-15T00:38:16,98,92,100,0,2026-05-15,live
2026-05-15T00:38:31,98,86,100,0,2026-05-15,live
2026-05-15T00:38:46,98,83,100,0,2026-05-15,live
2026-05-15T00:39:01,97,87,100,0,2026-05-15,live
2026-05-15T00:39:16,97,88,100,2,2026-05-15,live
2026-05-15T00:39:32,97,88,100,1,2026-05-15,live
2026-05-15T00:39:47,97,92,100,0,2026-05-15,live
2026-05-15T00:40:02,98,86,100,0,2026-05-15,live
2026-05-15T00:40:17,98,82,100,0,2026-05-15,live
2026-05-15T00:40:32,98,88,100,0,2026-05-15,live
2026-05-15T00:40:47,97,85,100,0,2026-05-15,live
2026-05-15T00:41:02,97,85,100,0,2026-05-15,live
2026-05-15T00:41:17,97,88,100,0,2026-05-15,live
2026-05-15T00:41:32,97,88,100,0,2026-05-15,live
2026-05-15T00:41:48,97,88,100,2,2026-05-15,live
2026-05-15T00:42:03,97,91,100,1,2026-05-15,live
2026-05-15T00:42:18,97,89,100,0,2026-05-15,live
2026-05-15T00:42:33,97,90,100,0,2026-05-15,live
2026-05-15T00:42:48,98,88,100,0,2026-05-15,live
2026-05-15T00:43:03,98,83,100,0,2026-05-15,live
2026-05-15T00:43:18,98,84,100,0,2026-05-15,live
2026-05-15T00:43:33,97,85,100,0,2026-05-15,live
2026-05-15T00:43:49,97,85,100,0,2026-05-15,live
2026-05-15T00:44:04,97,88,100,0,2026-05-15,live
2026-05-15T00:44:19,97,87,100,0,2026-05-15,live
2026-05-15T00:44:34,97,85,100,0,2026-05-15,live
2026-05-15T00:44:49,97,86,100,0,2026-05-15,live
2026-05-15T00:45:04,97,86,100,0,2026-05-15,live
2026-05-15T00:45:19,97,86,100,4,2026-05-15,live
2026-05-15T00:45:34,97,87,100,1,2026-05-15,live
2026-05-15T00:45:49,97,88,100,0,2026-05-15,live
2026-05-15T00:46:04,97,87,100,0,2026-05-15,live
2026-05-15T00:46:20,97,83,100,0,2026-05-15,live
2026-05-15T00:46:35,97,87,100,0,2026-05-15,live
2026-05-15T00:46:50,97,88,100,1,2026-05-15,live
2026-05-15T00:47:05,97,89,100,1,2026-05-15,live
2026-05-15T00:47:20,97,88,100,0,2026-05-15,live
2026-05-15T00:47:35,97,92,100,6,2026-05-15,live
2026-05-15T00:47:50,97,91,100,1,2026-05-15,live
2026-05-15T00:48:05,97,96,100,0,2026-05-15,live
2026-05-15T00:48:20,98,94,100,0,2026-05-15,live
2026-05-15T00:48:36,98,90,100,0,2026-05-15,live
2026-05-15T00:48:51,98,83,100,0,2026-05-15,live
2026-05-15T00:49:06,98,87,100,0,2026-05-15,live
2026-05-15T00:49:21,98,86,100,0,2026-05-15,live
2026-05-15T00:49:36,98,88,100,0,2026-05-15,live
2026-05-15T00:49:51,97,86,100,0,2026-05-15,live
2026-05-15T00:50:06,97,84,100,0,2026-05-15,live
2026-05-15T00:50:21,97,84,100,0,2026-05-15,live
2026-05-15T00:50:36,97,86,100,0,2026-05-15,live
2026-05-15T00:50:52,97,88,100,0,2026-05-15,live
2026-05-15T00:51:07,97,85,100,0,2026-05-15,live
2026-05-15T00:51:22,97,84,100,0,2026-05-15,live
2026-05-15T00:51:37,97,85,100,0,2026-05-15,live
2026-05-15T00:51:52,97,84,100,3,2026-05-15,live
2026-05-15T00:52:07,97,93,100,2,2026-05-15,live
2026-05-15T00:52:22,98,98,100,0,2026-05-15,live
2026-05-15T00:52:37,98,91,100,1,2026-05-15,live
2026-05-15T00:52:52,98,86,100,0,2026-05-15,live
2026-05-15T00:53:08,98,77,100,0,2026-05-15,live
2026-05-15T00:53:23,98,91,100,0,2026-05-15,live
2026-05-15T00:53:38,98,83,100,0,2026-05-15,live
2026-05-15T00:53:54,97,84,100,0,2026-05-15,live
2026-05-15T00:54:09,97,84,100,0,2026-05-15,live
2026-05-15T00:54:24,97,84,100,0,2026-05-15,live
2026-05-15T00:54:39,97,86,100,0,2026-05-15,live
2026-05-15T00:54:54,97,91,100,0,2026-05-15,live
2026-05-15T00:55:09,97,84,100,0,2026-05-15,live
2026-05-15T00:55:24,97,86,100,0,2026-05-15,live
2026-05-15T00:55:40,98,84,100,0,2026-05-15,live
2026-05-15T00:55:55,98,84,100,0,2026-05-15,live
2026-05-15T00:56:10,98,86,100,0,2026-05-15,live
2026-05-15T00:56:25,98,87,100,0,2026-05-15,live
2026-05-15T00:56:40,98,86,100,0,2026-05-15,live
2026-05-15T00:56:55,96,91,100,0,2026-05-15,live
2026-05-15T00:57:10,96,88,100,0,2026-05-15,live
2026-05-15T00:57:25,97,85,100,0,2026-05-15,live
2026-05-15T00:57:40,98,89,100,0,2026-05-15,live
2026-05-15T00:57:56,98,88,100,0,2026-05-15,live
2026-05-15T00:58:11,97,83,100,0,2026-05-15,live
2026-05-15T00:58:26,98,88,100,5,2026-05-15,live
2026-05-15T00:58:41,98,89,100,2,2026-05-15,live
2026-05-15T00:58:56,97,89,100,0,2026-05-15,live
2026-05-15T00:59:11,98,89,100,0,2026-05-15,live
2026-05-15T00:59:26,98,90,100,0,2026-05-15,live
2026-05-15T00:59:41,98,86,100,0,2026-05-15,live
2026-05-15T00:59:56,98,83,100,0,2026-05-15,live
2026-05-15T01:00:12,98,84,100,7,2026-05-15,live
2026-05-15T01:00:27,97,90,100,0,2026-05-15,live
2026-05-15T01:00:42,97,86,100,0,2026-05-15,live
2026-05-15T01:00:57,98,88,100,9,2026-05-15,live
2026-05-15T01:01:12,97,102,100,0,2026-05-15,live
2026-05-15T01:01:27,98,86,100,0,2026-05-15,live
2026-05-15T01:01:42,98,82,100,0,2026-05-15,live
2026-05-15T01:01:57,97,86,100,0,2026-05-15,live
2026-05-15T01:02:13,98,85,100,0,2026-05-15,live
2026-05-15T01:02:28,97,90,100,1,2026-05-15,live
2026-05-15T01:02:43,97,87,100,1,2026-05-15,live
2026-05-15T01:02:58,97,86,100,0,2026-05-15,live
2026-05-15T01:03:13,98,85,100,0,2026-05-15,live
2026-05-15T01:03:28,96,83,100,0,2026-05-15,live
2026-05-15T01:03:43,97,88,100,0,2026-05-15,live
2026-05-15T01:03:58,97,87,100,0,2026-05-15,live
2026-05-15T01:04:13,97,88,100,1,2026-05-15,live
2026-05-15T01:04:29,97,89,100,0,2026-05-15,live
2026-05-15T01:04:44,98,89,100,0,2026-05-15,live
2026-05-15T01:04:59,97,87,100,3,2026-05-15,live
2026-05-15T01:05:14,97,88,100,3,2026-05-15,live
2026-05-15T01:05:29,97,87,100,1,2026-05-15,live
2026-05-15T01:05:44,97,89,100,0,2026-05-15,live
2026-05-15T01:05:59,97,88,100,4,2026-05-15,live
2026-05-15T01:06:14,97,84,100,1,2026-05-15,live
2026-05-15T01:06:29,98,83,100,0,2026-05-15,live
2026-05-15T01:06:44,97,88,100,0,2026-05-15,live
2026-05-15T01:07:00,96,84,100,1,2026-05-15,live
2026-05-15T01:07:15,97,85,100,0,2026-05-15,live
2026-05-15T01:07:30,97,91,100,0,2026-05-15,live
2026-05-15T01:07:45,97,84,100,0,2026-05-15,live
2026-05-15T01:08:00,97,82,100,0,2026-05-15,live
2026-05-15T01:08:15,98,86,100,2,2026-05-15,live
2026-05-15T01:08:30,97,85,100,0,2026-05-15,live
2026-05-15T01:08:45,98,84,100,1,2026-05-15,live
2026-05-15T01:09:00,98,87,100,0,2026-05-15,live
2026-05-15T01:09:16,98,90,100,0,2026-05-15,live
2026-05-15T01:09:31,98,90,100,0,2026-05-15,live
2026-05-15T01:09:46,98,81,100,0,2026-05-15,live
2026-05-15T01:10:01,98,85,100,0,2026-05-15,live
2026-05-15T01:10:16,98,85,100,0,2026-05-15,live
2026-05-15T01:10:31,98,83,100,0,2026-05-15,live
2026-05-15T01:10:46,98,88,100,0,2026-05-15,live
2026-05-15T01:11:01,98,85,100,0,2026-05-15,live
2026-05-15T01:11:17,98,86,100,0,2026-05-15,live
2026-05-15T01:11:32,98,89,100,0,2026-05-15,live
2026-05-15T01:11:47,98,90,100,2,2026-05-15,live
2026-05-15T01:12:02,97,92,100,0,2026-05-15,live
2026-05-15T01:12:17,97,89,100,0,2026-05-15,live
2026-05-15T01:12:32,97,83,100,0,2026-05-15,live
2026-05-15T01:12:47,97,85,100,0,2026-05-15,live
2026-05-15T01:13:02,97,84,100,0,2026-05-15,live
2026-05-15T01:13:17,98,83,100,0,2026-05-15,live
2026-05-15T01:13:33,97,84,100,0,2026-05-15,live
2026-05-15T01:13:48,97,85,100,0,2026-05-15,live
2026-05-15T01:14:03,97,85,100,20,2026-05-15,live
2026-05-15T01:14:18,97,94,100,0,2026-05-15,live
2026-05-15T01:14:33,98,87,100,1,2026-05-15,live
2026-05-15T01:14:48,98,88,100,0,2026-05-15,live
2026-05-15T01:15:03,98,88,100,2,2026-05-15,live
2026-05-15T01:15:18,98,90,100,2,2026-05-15,live
2026-05-15T01:15:33,98,88,100,1,2026-05-15,live
2026-05-15T01:15:49,97,89,100,4,2026-05-15,live
2026-05-15T01:16:04,97,90,100,0,2026-05-15,live
2026-05-15T01:16:19,97,88,100,2,2026-05-15,live
2026-05-15T01:16:34,97,89,100,1,2026-05-15,live
2026-05-15T01:16:49,97,88,100,0,2026-05-15,live
2026-05-15T01:17:04,98,90,100,0,2026-05-15,live
2026-05-15T01:17:19,97,89,100,1,2026-05-15,live
2026-05-15T01:17:34,97,90,100,2,2026-05-15,live
2026-05-15T01:17:49,97,91,100,3,2026-05-15,live
2026-05-15T01:18:05,97,94,100,0,2026-05-15,live
2026-05-15T01:18:20,97,94,100,0,2026-05-15,live
2026-05-15T01:18:35,98,82,100,0,2026-05-15,live
2026-05-15T01:18:50,98,84,100,0,2026-05-15,live
2026-05-15T01:19:05,97,86,100,0,2026-05-15,live
2026-05-15T01:19:20,97,84,100,0,2026-05-15,live
2026-05-15T01:19:35,97,95,100,0,2026-05-15,live
2026-05-15T01:19:50,97,84,100,0,2026-05-15,live
2026-05-15T01:20:06,98,85,100,0,2026-05-15,live
2026-05-15T01:20:21,98,86,100,0,2026-05-15,live
2026-05-15T01:20:36,97,85,100,0,2026-05-15,live
2026-05-15T01:20:51,98,85,100,2,2026-05-15,live
2026-05-15T01:21:06,98,88,100,0,2026-05-15,live
2026-05-15T01:21:21,98,89,100,3,2026-05-15,live
2026-05-15T01:21:36,97,88,100,0,2026-05-15,live
2026-05-15T01:21:51,97,88,100,0,2026-05-15,live
2026-05-15T01:22:06,97,90,100,0,2026-05-15,live
2026-05-15T01:22:21,97,89,100,0,2026-05-15,live
2026-05-15T01:22:37,98,87,100,0,2026-05-15,live
2026-05-15T01:22:52,98,84,100,0,2026-05-15,live
2026-05-15T01:23:07,97,86,100,0,2026-05-15,live
2026-05-15T01:23:22,98,87,100,2,2026-05-15,live
2026-05-15T01:23:37,97,89,100,0,2026-05-15,live
2026-05-15T01:23:52,97,84,100,0,2026-05-15,live
2026-05-15T01:24:07,97,87,100,0,2026-05-15,live
2026-05-15T01:24:22,98,84,100,0,2026-05-15,live
2026-05-15T01:24:37,97,89,100,0,2026-05-15,live
2026-05-15T01:24:52,98,90,100,1,2026-05-15,live
2026-05-15T01:25:08,98,90,100,3,2026-05-15,live
2026-05-15T01:25:23,98,93,100,0,2026-05-15,live
2026-05-15T01:25:38,98,84,100,0,2026-05-15,live
2026-05-15T01:25:53,98,83,100,0,2026-05-15,live
2026-05-15T01:26:08,97,86,100,0,2026-05-15,live
2026-05-15T01:26:23,97,82,100,0,2026-05-15,live
2026-05-15T01:26:38,97,84,100,0,2026-05-15,live
2026-05-15T01:26:53,97,91,100,1,2026-05-15,live
2026-05-15T01:27:09,97,86,100,4,2026-05-15,live
2026-05-15T01:27:24,97,90,100,0,2026-05-15,live
2026-05-15T01:27:39,97,86,100,1,2026-05-15,live
2026-05-15T01:27:54,97,90,100,1,2026-05-15,live
2026-05-15T01:28:09,97,88,100,3,2026-05-15,live
2026-05-15T01:28:24,97,90,100,0,2026-05-15,live
2026-05-15T01:28:39,98,91,100,1,2026-05-15,live
2026-05-15T01:28:54,98,90,100,1,2026-05-15,live
2026-05-15T01:29:09,98,91,100,1,2026-05-15,live
2026-05-15T01:29:25,98,92,100,14,2026-05-15,live
2026-05-15T01:29:40,98,94,100,0,2026-05-15,live
2026-05-15T01:29:55,98,94,100,0,2026-05-15,live
2026-05-15T01:30:10,98,90,100,2,2026-05-15,live
2026-05-15T01:30:25,98,90,100,2,2026-05-15,live
2026-05-15T01:30:40,98,90,100,3,2026-05-15,live
2026-05-15T01:30:55,98,92,100,0,2026-05-15,live
2026-05-15T01:31:10,98,91,100,1,2026-05-15,live
2026-05-15T01:31:25,97,89,100,0,2026-05-15,live
2026-05-15T01:31:40,98,88,100,1,2026-05-15,live
2026-05-15T01:31:56,98,91,100,0,2026-05-15,live
2026-05-15T01:32:11,98,91,100,0,2026-05-15,live
2026-05-15T01:32:26,98,90,100,3,2026-05-15,live
2026-05-15T01:32:41,97,96,100,0,2026-05-15,live
2026-05-15T01:32:56,98,82,100,1,2026-05-15,live
2026-05-15T01:33:11,98,81,100,1,2026-05-15,live
2026-05-15T01:33:26,98,90,100,0,2026-05-15,live
2026-05-15T01:33:41,98,92,100,0,2026-05-15,live
2026-05-15T01:33:56,98,90,100,2,2026-05-15,live
2026-05-15T01:34:12,97,90,100,0,2026-05-15,live
2026-05-15T01:34:27,97,96,100,2,2026-05-15,live
2026-05-15T01:34:42,97,93,100,5,2026-05-15,live
2026-05-15T01:34:57,97,97,100,4,2026-05-15,live
2026-05-15T01:35:12,97,93,100,1,2026-05-15,live
2026-05-15T01:35:27,98,92,100,0,2026-05-15,live
2026-05-15T01:35:42,98,91,100,3,2026-05-15,live
2026-05-15T01:35:57,98,91,100,0,2026-05-15,live
2026-05-15T01:36:12,98,94,100,4,2026-05-15,live
2026-05-15T01:36:28,97,95,100,3,2026-05-15,live
2026-05-15T01:36:43,98,95,100,0,2026-05-15,live
2026-05-15T01:36:58,98,92,100,0,2026-05-15,live
2026-05-15T01:37:13,98,88,100,0,2026-05-15,live
2026-05-15T01:37:28,98,83,100,0,2026-05-15,live
2026-05-15T01:37:43,98,87,100,0,2026-05-15,live
2026-05-15T01:37:58,98,90,100,0,2026-05-15,live
2026-05-15T01:38:13,98,98,100,0,2026-05-15,live
2026-05-15T01:38:28,98,92,100,5,2026-05-15,live
2026-05-15T01:38:44,98,88,100,0,2026-05-15,live
2026-05-15T01:38:59,98,95,100,0,2026-05-15,live
2026-05-15T01:39:14,98,87,100,0,2026-05-15,live
2026-05-15T01:39:29,98,89,100,0,2026-05-15,live
2026-05-15T01:39:44,98,89,100,0,2026-05-15,live
2026-05-15T01:39:59,98,88,100,0,2026-05-15,live
2026-05-15T01:40:14,98,89,100,7,2026-05-15,live
2026-05-15T01:40:29,98,91,100,0,2026-05-15,live
2026-05-15T01:40:44,98,86,100,0,2026-05-15,live
2026-05-15T01:41:00,97,86,100,2,2026-05-15,live
2026-05-15T01:41:15,97,88,100,0,2026-05-15,live
2026-05-15T01:41:30,98,94,100,0,2026-05-15,live
2026-05-15T01:41:45,98,89,100,0,2026-05-15,live
2026-05-15T01:42:00,97,87,100,0,2026-05-15,live
2026-05-15T01:42:15,98,87,100,1,2026-05-15,live
2026-05-15T01:42:30,98,89,100,0,2026-05-15,live
2026-05-15T01:42:45,97,87,100,0,2026-05-15,live
2026-05-15T01:43:00,97,90,100,1,2026-05-15,live
2026-05-15T01:43:15,97,91,100,2,2026-05-15,live
2026-05-15T01:43:31,98,90,100,1,2026-05-15,live
2026-05-15T01:43:46,98,91,100,0,2026-05-15,live
2026-05-15T01:44:01,97,87,100,0,2026-05-15,live
2026-05-15T01:44:16,97,87,100,0,2026-05-15,live
2026-05-15T01:44:31,97,89,100,1,2026-05-15,live
2026-05-15T01:44:46,97,91,100,3,2026-05-15,live
2026-05-15T01:45:01,97,90,100,0,2026-05-15,live
2026-05-15T01:45:16,97,88,100,1,2026-05-15,live
2026-05-15T01:45:31,97,91,100,0,2026-05-15,live
2026-05-15T01:45:47,98,90,100,1,2026-05-15,live
2026-05-15T01:46:02,98,90,100,4,2026-05-15,live
2026-05-15T01:46:17,97,91,100,1,2026-05-15,live
2026-05-15T01:46:32,97,92,100,0,2026-05-15,live
2026-05-15T01:46:47,97,92,100,0,2026-05-15,live
2026-05-15T01:47:02,98,87,100,2,2026-05-15,live
2026-05-15T01:47:17,97,91,100,0,2026-05-15,live
2026-05-15T01:47:32,97,88,100,0,2026-05-15,live
2026-05-15T01:47:47,98,86,100,0,2026-05-15,live
2026-05-15T01:48:02,98,82,100,0,2026-05-15,live
2026-05-15T01:48:18,98,89,100,0,2026-05-15,live
2026-05-15T01:48:33,97,84,100,0,2026-05-15,live
2026-05-15T01:48:48,97,88,100,2,2026-05-15,live
2026-05-15T01:49:03,97,88,100,10,2026-05-15,live
2026-05-15T01:49:18,97,93,100,0,2026-05-15,live
2026-05-15T01:49:33,98,87,100,0,2026-05-15,live
2026-05-15T01:49:48,98,89,100,0,2026-05-15,live
2026-05-15T01:50:03,98,87,98,2,2026-05-15,live
2026-05-15T01:50:18,98,92,98,0,2026-05-15,live
2026-05-15T01:50:33,98,89,98,0,2026-05-15,live
2026-05-15T01:50:49,98,90,98,0,2026-05-15,live
2026-05-15T01:51:04,97,86,98,0,2026-05-15,live
2026-05-15T01:51:19,98,98,98,4,2026-05-15,live
2026-05-15T01:51:34,98,97,98,2,2026-05-15,live
2026-05-15T01:51:49,97,88,98,2,2026-05-15,live
